delay_mean,loss_mean,control_interval,sla(90%),sla(91%),sla(92%),sla(93%),sla(94%),sla(95%),sla(96%),sla(97%),sla(98%),sla(99%),avg_precision
25,0.3,5,98.64093090921205,98.61333405598657,98.5761855600593,98.53049099092719,98.48133484167619,98.4096716454926,98.32105343538122,98.22358383077963,98.02329031779361,97.71493598812802,99.23
25,0.35,5,98.58848793070734,98.55335630103424,98.51611424769013,98.47440121694207,98.43354476096042,98.3658648925759,98.29751420825153,98.18463834817514,98.05295411259556,97.83835003385046,99.2
25,0.4,5,98.59455308200216,98.55230370210774,98.51243642702396,98.46387767320721,98.40843416785313,98.34774139797713,98.28720362619578,98.21930087765412,98.10353182283943,97.93749143967047,99.23
25,0.45,5,98.42218425239682,98.38448822003255,98.3464973165793,98.3013640424166,98.24361865970808,98.18011742260533,98.10003697889394,98.00104447110921,97.89648429780274,97.72938854448817,99.13
25,0.5,5,98.44443766856051,98.40541755495562,98.3631464897095,98.31439702116771,98.26869467992573,98.19463149663008,98.11414637249288,98.00525465953237,97.84048510727553,97.53940642524935,99.16
30,0.05,5,98.34616336126116,98.29275192088248,98.24136128246309,98.19091749186894,98.11847096033645,98.02517717375746,97.92921703641215,97.80183301581592,97.57919320063408,97.29128018281538,99.09
30,0.1,5,98.34966277066188,98.3061007160036,98.2612552913581,98.20905376716648,98.1389022390874,98.06755718927504,97.98533486453408,97.86694363676733,97.69600583006363,97.38037747180661,99.09
30,0.15,5,98.39628529969994,98.34794307617689,98.29766376215971,98.24278780632773,98.17605256992074,98.1115040650875,98.04211213369567,97.9397661548039,97.80557764433324,97.58787811107952,99.13
30,0.2,5,98.41865087041002,98.37513408560497,98.33028098770185,98.27813580939899,98.21964589804158,98.1502494118264,98.05970048130577,97.97444258018001,97.86029289674994,97.64193543425,99.12
30,0.25,5,98.34887788943409,98.29700032968104,98.2424146515284,98.18220145423368,98.1165783379756,98.05195665970919,97.94560041057909,97.7977536608715,97.61786444884089,97.21361416645686,99.09
30,0.3,5,98.3534392031877,98.31312045684058,98.26354258532662,98.199477581144,98.1253853611352,98.05034728490956,97.97230111080157,97.89229451958676,97.78215836924959,97.56297024446707,99.11
30,0.35,5,98.2555711808092,98.20579680756447,98.139130311888,98.07697962205813,98.0003996995661,97.92211888638154,97.82123773294028,97.6957224156094,97.5098758392089,97.17926665215253,99.06
30,0.4,5,98.17922708620236,98.13295915901831,98.08062684193314,98.03025443909092,97.97398412385284,97.89231452898669,97.78666823344766,97.66484179499405,97.51563088167389,97.27995053341485,99.06
30,0.45,5,98.21481818983287,98.17152650210055,98.1246343078291,98.06741194327961,98.00358395145334,97.93197833990334,97.84052156174845,97.72765695992645,97.50965879067358,97.13990391145389,99.05
30,0.5,5,98.17346248315974,98.11700104013508,98.05518401000577,97.97693592423242,97.89425074741366,97.78703935390962,97.67977596330394,97.56292818212339,97.39835323225998,97.13918756534157,99.04
35,0.05,5,98.01694832928379,97.95573420865408,97.8976349058998,97.8358744841303,97.77087532344282,97.69475272794051,97.6193700513507,97.46944869757185,97.2729255693655,97.0621956762345,98.99
35,0.1,5,98.02979243312947,97.98785130964298,97.93346723461704,97.86189550832577,97.79556350457075,97.70963068384279,97.61493517756209,97.50955746102791,97.34722600988836,96.94054359324214,98.96
35,0.15,5,98.0995542456421,98.05095113588824,97.99701514032155,97.93261525697135,97.84400856850914,97.74823138966106,97.62956796402672,97.46945201821887,97.12065676270616,96.66966237059593,98.96
35,0.2,5,97.8174413842021,97.75477129319489,97.68833565114019,97.61051688186681,97.53524558952131,97.44877033937465,97.33073448291,97.17996242413578,97.0405843577185,96.74998315424396,98.87
35,0.25,5,97.87730099950876,97.81460631199636,97.7453461553623,97.66255113671329,97.53924943007506,97.40877641422082,97.24373202222547,97.08755039661236,96.7655379292072,96.43537462008744,98.9
35,0.3,5,97.85622091992028,97.7903855422847,97.71285418979453,97.61263023594277,97.51484036610103,97.42859818304953,97.29309236406067,97.14567955801802,96.9801703941238,96.76943115554104,98.88
35,0.35,5,97.81363611184318,97.7513956851369,97.66964172640616,97.584163733327,97.48798008939004,97.39068098661154,97.26406234093425,97.13037293553725,96.96436609556415,96.6165096759441,98.88
35,0.4,5,97.95733803699879,97.90512252137302,97.83958797816302,97.78397175320858,97.71606874267138,97.65234372053547,97.56597790636908,97.4593578801253,97.28038153045101,97.00013029531645,98.91
35,0.45,5,97.83560709544716,97.77691913613116,97.71298328825712,97.63584891454194,97.53447368438775,97.39800366550485,97.21616037733259,97.0338068793166,96.83901976516337,96.52056085245745,98.88
35,0.5,5,97.65435745509718,97.57888690078597,97.5082875783725,97.43591601975882,97.34291248789376,97.2315022635097,97.10141548531719,96.95807840095203,96.8006812349344,96.5819564267867,98.81
40,0.05,5,97.60378830385213,97.52612962637005,97.44740936287451,97.36081803409252,97.2577812144121,97.11913326014385,96.96587707679599,96.76205289166097,96.42706788132784,95.87637159874106,98.76
40,0.1,5,97.61629511686024,97.54644921657118,97.47571697480917,97.40805310904943,97.33896047347163,97.24663944937443,97.1339906847269,96.99590547892412,96.80016975360077,96.4226008282592,98.76
40,0.15,5,97.63573128430284,97.56858506587145,97.49746494809082,97.4302612264954,97.35837295908466,97.24140892446398,97.10859577109908,96.93583891462379,96.71381419890324,96.14601390448254,98.76
40,0.2,5,97.56419884002798,97.48398223065922,97.3980654547839,97.31080933124528,97.20190408389315,97.10550185298409,96.98319779027699,96.75643491243339,96.53628747369173,95.99539812799249,98.76
40,0.25,5,97.63536685834467,97.56335050071928,97.48015621683064,97.3753913766318,97.26253940359186,97.1630404592336,97.04911432382997,96.87161769623428,96.6768370168436,96.32795265648667,98.78
40,0.3,5,97.52568647458453,97.44323409564778,97.3629695470073,97.28605445894327,97.18443878940664,97.03054815511021,96.83736540981555,96.66249929616548,96.37889641917621,95.9348349895181,98.72
40,0.35,5,97.58001096273664,97.50980731811097,97.44802469996122,97.37102293135912,97.28849929323995,97.20723944039003,97.10121778374706,96.97831414659244,96.8428240580158,96.64306211185752,98.77
40,0.4,5,97.43241401130354,97.36262757829482,97.29749444352365,97.21859295466244,97.12564999341643,97.02053551811342,96.88626780375117,96.69126022051894,96.47260927658625,96.18992379614727,98.69
40,0.45,5,97.33545243998589,97.2455715697476,97.16634781410913,97.08076723928687,96.98640608708274,96.89107131605397,96.74414526122095,96.5492651406357,96.27876883126322,95.89382740631495,98.67
40,0.5,5,97.31082964790016,97.20463813807034,97.09298970630482,96.96026441768227,96.83929274396745,96.68780599577346,96.52072973857017,96.25280458056994,96.01969560668869,95.61617772552427,98.64
45,0.05,5,97.25805737191335,97.1822997947577,97.07418264287125,96.95847415532926,96.8389630003555,96.70627775555265,96.5502397763608,96.38779552566521,96.1884281818867,95.8992902483909,98.62
45,0.1,5,97.32660173516058,97.25704202643506,97.16744795684193,97.0705635321825,96.95106304172378,96.84033758263257,96.67269365592003,96.46793448419868,96.18151810616216,95.70312224022678,98.61
45,0.15,5,97.22473791676536,97.14530872885616,97.0580459089486,96.94461400111611,96.83777047511592,96.71931957659895,96.57938011414069,96.37413036535283,96.14396581897907,95.51944715594381,98.57
45,0.2,5,97.29983389666351,97.22501586641715,97.1457907785756,97.06558543883658,96.96668356886768,96.857835592838,96.73584518989675,96.59993955349944,96.44632019682331,96.15946930364305,98.63
45,0.25,5,97.11560432000024,97.03617476511263,96.95561594817873,96.85657853292406,96.74933192214351,96.6281355107401,96.46108581333463,96.24292360846923,95.9708476051226,95.61089031966739,98.55
45,0.3,5,97.10539398048735,97.02110963642525,96.93045442711558,96.81097196880256,96.69847687040523,96.59316212724073,96.4731706937956,96.32857456232315,96.1390744471228,95.68263447034772,98.52
45,0.35,5,97.04857133444007,96.96528814283036,96.89522325006403,96.80855143835038,96.70672151389967,96.56437022189579,96.40615745736878,96.18014232693344,95.9319597832862,95.56603661413708,98.51
45,0.4,5,97.02188295354289,96.94784433892312,96.86681755795676,96.77344539673275,96.66550112492175,96.53864910878333,96.35383687043802,96.16264698581476,95.87526840003213,95.36501606968537,98.49
45,0.45,5,97.17914320915732,97.10832694693717,97.01652704602282,96.90883046688488,96.79694749163025,96.69212956953629,96.57713728357996,96.40429414061407,96.1659833008335,95.65517353263904,98.56
45,0.5,5,97.02195193119644,96.947629463986,96.87116762804695,96.78186832099107,96.68760098193876,96.55739911268695,96.42163514930641,96.23385374458113,95.94122345277925,95.44783468176571,98.47
50,0.05,5,96.79089095218927,96.69329185218966,96.58964906822825,96.49434791884119,96.36123852113677,96.19437936028662,95.99567975075931,95.78065466475486,95.56604067069034,95.17133684205852,98.39
50,0.1,5,96.70120303287858,96.60191432624174,96.50301133993757,96.37363019428416,96.24404219639655,96.09891989429295,95.92432549235555,95.63604284173206,95.31897410607426,94.79408300413937,98.37
50,0.15,5,96.62742791611004,96.53381998908108,96.44215897595335,96.33340202373812,96.22176249347604,96.09355598722499,95.90200480274574,95.67466998955935,95.38913847001292,94.64659357042038,98.32
50,0.2,5,96.50381260559035,96.38101018292534,96.2689418195985,96.1570194542443,96.00485601469002,95.84155654574747,95.70479702817437,95.44601682774332,95.11773021036599,94.6845956784601,98.28
50,0.25,5,96.71156892373746,96.61282484295333,96.49741781080856,96.4021859892382,96.29352156995022,96.1362313904523,95.98158710060792,95.79584462217508,95.5563071290498,95.09455397191127,98.35
50,0.3,5,96.51478519010868,96.41285440829677,96.31017480225869,96.21285976070264,96.04208548929643,95.8296128243792,95.62656217576674,95.40841112360886,95.03220170877579,94.48043735109164,98.27
50,0.35,5,96.68971107386447,96.60596116830887,96.49534450128932,96.3861927311669,96.26784070181365,96.13901748396424,95.99281760918993,95.81031033433379,95.60806693623061,95.08085903824873,98.31
50,0.4,5,96.74086079580096,96.66013757646236,96.55653235170023,96.41049192912494,96.25279250340085,96.08594069213123,95.92209940442532,95.71458087964324,95.36706552686165,94.56065615619359,98.36
50,0.45,5,96.45125032505024,96.3384193693409,96.21506679916547,96.09381485590902,95.96673778898887,95.82380438729419,95.68428528961547,95.44142184194908,95.13739068554834,94.45102202274477,98.24
50,0.5,5,96.41621491055558,96.31243568048149,96.2056152165296,96.0841728271738,95.95246879391661,95.80776386216354,95.64939563886063,95.46507535894436,95.22947197018168,94.67029438981015,98.25
55,0.05,5,96.1945513819457,96.08582662783985,95.97982151000706,95.83780251009122,95.69219812490266,95.51292226752932,95.28462757407537,95.02416365406691,94.7009795907656,94.22769726216555,98.11
55,0.1,5,96.15072361462103,96.02874440407446,95.89501482373898,95.72585732224569,95.5225956378856,95.28120816689987,95.0380682689804,94.67650153476018,94.14511701528171,93.74212207891114,98.08
55,0.15,5,96.24281009679159,96.16659515095587,96.06038072750836,95.95993201996082,95.84537083783069,95.71433029269065,95.50748573277703,95.28006672215241,94.91782982857255,94.49590034952126,98.12
55,0.2,5,96.2362783345825,96.13387849220553,96.03102618762708,95.91431548080702,95.80084631598189,95.65955347754301,95.44577110927419,95.19880450896387,94.86307302841351,94.52563767384103,98.14
55,0.25,5,96.21288347434663,96.08966853134729,95.95357557982469,95.80503266118758,95.67992641259538,95.50381229447753,95.32418820392996,95.0291384170068,94.63718153895361,94.14160471971222,98.11
55,0.3,5,96.11277526677719,96.01623888561127,95.92911379183418,95.79796478442695,95.66414766151517,95.49354981470117,95.35467095660543,95.15525243964038,94.90592111328618,94.4174982485649,98.08
55,0.35,5,96.10954268707219,95.99857296771592,95.89037109303287,95.77195958556844,95.60591381194868,95.42536440620587,95.20521057592705,94.7765149958618,93.99929445648571,93.30321016597125,98.04
55,0.4,5,96.06062550693306,95.94964187977838,95.84367781047963,95.73333623327326,95.59443073593617,95.4420987946458,95.29378050367266,95.10828343728456,94.76160357452471,94.3172039152132,98.06
55,0.45,5,95.97169488981977,95.87836467434224,95.74765432423958,95.63407548282396,95.47801186695044,95.31602442005104,95.07111816034025,94.84584433191546,94.47621384847204,93.9336841712055,97.99
55,0.5,5,95.66290300221321,95.51964238303717,95.38173737908545,95.22444742513241,95.07782014046789,94.92090185174493,94.7070139909863,94.35533045518979,93.97652217391695,93.4319851626135,97.9
60,0.05,5,95.86270228317255,95.75989207944176,95.64681314327072,95.52966788463154,95.40368699163405,95.28070379134822,95.13435396041774,94.96334595285185,94.52306336296729,93.75470315322563,97.92
60,0.1,5,95.58744210607452,95.48050204205371,95.3352191143233,95.1807098396792,95.0280030443588,94.86310375720367,94.68008341009872,94.39969051575089,94.01196480898493,93.26256315186629,97.83
60,0.15,5,95.60672559450111,95.4697205090975,95.32483180983499,95.17663579210773,95.03794991230431,94.84132665302411,94.62453730598325,94.24531054421912,93.647278505722,92.92700409575527,97.83
60,0.2,5,95.95050623437591,95.82339831637489,95.69712511255963,95.54988795132965,95.3682719542791,95.1566230250873,94.9312179441241,94.6359063512357,94.25863139590399,93.68807439865988,97.93
60,0.25,5,95.75536158524658,95.63821407848134,95.5045310592331,95.38758839079456,95.26308914007765,95.14004773017075,94.90123533436196,94.61069408362093,94.25026001049932,93.69820643200752,97.86
60,0.3,5,95.6743759773351,95.53834680645251,95.41615220645485,95.21571692509426,95.0123570046258,94.78429923456522,94.47838696172299,94.08719453458622,93.66665574159242,93.15905942082861,97.8
60,0.35,5,95.66243083877427,95.5391627015662,95.41993149301143,95.2774221793384,95.06013152110113,94.86545924229034,94.62957468224302,94.35330256626554,94.01853741349413,93.4493027367599,97.8
60,0.4,5,95.79565034938695,95.66659556231863,95.55137416222934,95.43507637112046,95.2759286063388,95.10634372315126,94.8468059237989,94.40900187816807,94.0399080439339,93.3182748350019,97.86
60,0.45,5,95.76237243309754,95.63940256460165,95.50195287121836,95.34555291445098,95.16683512629129,94.9742170400654,94.7353534682484,94.49544955838135,94.19766583189063,92.9319144274503,97.86
60,0.5,5,95.35933977527694,95.24784586816492,95.13207276792414,95.02063644005146,94.87980328193098,94.75150311827997,94.5200856822331,94.2584018877884,93.89353218979458,93.05475717121445,97.72
65,0.05,5,95.18364210231454,95.0465955937961,94.89122156835984,94.7440005865767,94.54791169248574,94.3463316952116,94.11638823412203,93.71853736961306,93.25076310841096,92.22789491358554,97.59
65,0.1,5,95.49818651709872,95.39441131359432,95.26670264697485,95.14734100374278,94.99400003739274,94.7768594046522,94.5264342123807,94.22180070421172,93.76260166536873,93.04118383191366,97.7
65,0.15,5,95.1188285561167,94.96439291063773,94.80924861935797,94.65930036574899,94.46660279164438,94.3170812550947,94.08209421489141,93.86561071565285,93.58600035470953,93.17285500144692,97.57
65,0.2,5,95.13899254046297,95.02959546039177,94.91416529694403,94.79660952307891,94.64221216378724,94.45961380398126,94.24274594619492,93.95425979279602,93.41399472167396,92.81713805118451,97.59
65,0.25,5,94.86376030239879,94.70843768493424,94.55695914165116,94.43050886480906,94.268865948095,94.0913925056058,93.90678840675317,93.5514368302287,93.20361266068748,92.70082706054836,97.5
65,0.3,5,95.35864087286896,95.24666093530101,95.12421708988857,94.97268817898126,94.81830703110114,94.58915020026211,94.33133765391638,93.92265642965214,93.48486806200697,92.76921975493505,97.63
65,0.35,5,95.09358795682485,94.96002534307415,94.81520772000542,94.66101892034176,94.5003773559868,94.36585296443384,94.16837603473977,93.85262156735766,93.4245640465228,92.73851973456078,97.56
65,0.4,5,94.76236440558783,94.63405878610331,94.48237408904745,94.30327894466393,94.09324720790907,93.86507435503304,93.63229129961908,93.29270722831387,92.81740711929618,91.63129396360159,97.4
65,0.45,5,94.6708021715552,94.51583326556923,94.35302841387487,94.18927697045638,93.97955292034304,93.76842113959498,93.53548054220207,93.30683535994866,92.90451624595545,92.08449856342108,97.38
65,0.5,5,95.15833643083968,95.03451493095874,94.90806635240659,94.76584696930205,94.63960308179199,94.42338510599458,94.13597222768949,93.86438259115866,93.36094026011737,92.52338386038471,97.55
70,0.05,5,94.68106172138366,94.57054842719813,94.41517788990485,94.22055257091505,94.01734011041636,93.78328133664169,93.53365503412131,93.28323624275448,92.8980961517878,92.20887248852954,97.34
70,0.1,5,94.74528178791329,94.59509355512685,94.41279958363452,94.22142700991873,94.00098633577802,93.74079848542517,93.41935835219529,92.99695339827609,92.58875580594542,91.78500092007187,97.41
70,0.15,5,94.26034414826312,94.13333282894371,94.00624977108941,93.84545684007027,93.62744278788067,93.40185648403359,93.09154495268263,92.67683829090781,92.25554021594121,91.80343505790587,97.18
70,0.2,5,94.42156654588001,94.26969338021567,94.12747782463285,93.96958697259376,93.77443083876926,93.58430458735694,93.31288103237375,92.94953873521224,92.49301966100447,91.51515142599419,97.21
70,0.25,5,94.56975886929052,94.442662050284,94.29874340113432,94.16146643342539,93.94325041164268,93.76083408969819,93.492127030692,93.12469385594804,92.69780792572962,91.76985701451342,97.27
70,0.3,5,94.56625923041587,94.39474689496494,94.21103813853888,94.0475209639313,93.8877188708523,93.64502761394557,93.41186217653282,93.05661606108713,92.45098444662133,91.0161393135156,97.22
70,0.35,5,94.1713070426889,94.02962919636231,93.86752195736538,93.69206522627469,93.50033096673528,93.30625605841215,93.08913413796675,92.75705307749708,92.17282964925754,91.32016403256362,97.08
70,0.4,5,94.58423336996853,94.46099392208554,94.31989862977372,94.11157691537275,93.87204407058185,93.63881379507617,93.3920054988408,93.12737516832651,92.66022807105374,92.0669629205487,97.26
70,0.45,5,94.30704038962439,94.18813633878804,94.03060103884911,93.88527160548067,93.71972945849781,93.52612176194286,93.26883158636453,92.95705427724216,92.49739391840166,91.45259824380157,97.13
